id|name|code|description
845|Hasta bakıcılığı|86.94.02|Hemşirelik hizmetleri (evdeki hastalar için bakım, koruma, anne bakımı, çocuk sağlığı ve hemşirelik bakımı alanındaki benzeri hizmetler dahil; hemşireli yatılı bakım tesislerinin faaliyetleri ile tıp doktorlarının hizmetleri hariç) (hastane dışı)
846|Hasta bakıcılığı|87.10.01|Hemşireli yatılı bakım faaliyetleri (hemşireli bakım evlerinin, hemşireli huzur evlerinin faaliyetleri dahil; sadece asgari düzeyde hemşire bakımı sağlanan yaşlı evlerinin, yetimhanelerin, yurtların faaliyetleri ile evlerde sağlanan hizmetler hariç)
847|Hasta bakıcılığı|87.20.02|Zihinsel rahatsızlığı veya madde kullanımı teşhisi olan kişilere yönelik yatılı bakım faaliyetleri (hastanelerin faaliyetleri ile yatılı sosyal hizmet faaliyetleri hariç)
848|Hasta bakıcılığı|87.30.02|Yaşlılara ve bedensel engellilere yönelik yatılı bakım faaliyetleri (destekli yaşam tesisleri, hemşire bakımı olmayan huzurevleri ve asgari düzeyde hemşire bakımı olan evlerin faaliyetleri dahil, yaşlılar için hemşire bakımlı evlerin faaliyetleri hariç)
849|Hasta bakıcılığı|88.10.02|Yaşlılar ve bedensel engelliler için barınacak yer sağlanmaksızın verilen sosyal hizmetler (yatılı bakım faaliyetleri ile engelli çocuklara yönelik gündüz bakım (kreş) faaliyetleri hariç)
850|Hasta bakıcılığı|88.99.07|Barınacak yer sağlanmaksızın mesleki rehabilitasyon hizmetleri (bedensel engelliler için rehabilitasyon hizmetleri hariç)
851|Hasta bakıcılığı|88.99.09|Barınacak yer sağlanmaksızın çocuk ve gençlere yönelik rehabilitasyon hizmetleri (zihinsel engelliler için olanlar dahil, bedensel engellilere yönelik olanlar hariç)
852|Hasta bakıcılığı|96.99.01|Eskort ve refakat hizmetleri (güvenlik hizmetleri hariç)
853|Kadın kuaförlüğü|96.21.01|Kadınlar için kuaför işletmelerinin faaliyetleri
854|Kaplıca, hamam işletmeciliği|96.23.01|Hamam, sauna, vb. yerlerin faaliyetleri
855|Kaplıca, hamam işletmeciliği|96.23.02|Zayıflama salonu, masaj salonu, solaryum vb. yerlerin işletilmesi faaliyetleri (form tutma salonlarının ve diyetisyenlerin faaliyetleri hariç)
856|Kaplıca, hamam işletmeciliği|96.23.03|Kaplıca, ılıca, içmeler, spa merkezleri, vb. yerlerin faaliyetleri (konaklama hizmetleri hariç)
857|Kozmetik imalatı, ticareti|20.42.01|Ağız veya diş bakım ürünleri imalatı (diş macunu, vb. ile takma dişleri ağızda sabit tutmaya yarayan macun ve tozlar ile diş temizleme iplikleri dahil)
858|Kozmetik imalatı, ticareti|20.42.02|Kolonya imalatı
859|Kozmetik imalatı, ticareti|20.42.03|Parfüm ve koku verici diğer sıvı ürün, manikür/pedikür müstahzarı, güneş koruyucu ürünler, dudak ve göz makyajı ürünü, banyo tuzu, kozmetik veya kişisel bakım amaçlı pudra, sabun ve organik yüzey aktif müstahzarı, deodorant, vb. imalatı (kolonya hariç)
860|Kozmetik imalatı, ticareti|20.42.04|Şampuan, saç kremi, saç spreyi, jöle, saç düzleştirme ve perma ürünleri, saç losyonları, saç boyaları, vb. imalatı
861|Kozmetik imalatı, ticareti|20.59.19|Uçucu yağların imalatı
862|Kozmetik imalatı, ticareti|32.91.03|Diş fırçaları, saç fırçaları, tıraş fırçaları ve kişisel bakım için kullanılan diğer fırçalar ile resim fırçaları, yazı fırçaları ve kozmetik fırçaların imalatı
863|Kozmetik imalatı, ticareti|32.99.06|Peruk, takma saç, takma sakal, takma kaş vb. imalatı
864|Kozmetik imalatı, ticareti|46.18.02|Kozmetik, parfüm ve bakım ürünleri ile temizlik malzemesinin toptan satışı ile ilgili aracıların faaliyetleri
865|Kozmetik imalatı, ticareti|46.45.01|Parfüm, kozmetik ürünleri ve kolonya toptan ticareti (ıtriyat dahil)
866|Kozmetik imalatı, ticareti|46.49.22|Tıraş bıçakları, usturalar ve jiletlerin toptan ticareti
867|Kozmetik imalatı, ticareti|47.75.01|Kozmetik ve kişisel bakım malzemelerinin perakende ticareti
868|Optik ürünlerin imalatı, ticareti|26.70.11|Objektif merceği, levha ve tabaka halinde polarizan madde, renk filtresi, optik mercek, prizma, ayna ve diğer optik elemanlar ile dürbün, optik mikroskop, optik teleskop ve diğer astronomik aletler ile bunların aksam ve parçalarının imalatı
869|Optik ürünlerin imalatı, ticareti|32.50.04|Gözlükler ve lensler ile parçalarının imalatı
870|Optik ürünlerin imalatı, ticareti|33.13.03|Profesyonel optik aletlerin ve fotoğrafçılık ekipmanlarının onarım ve bakımı (tüketici elektronik ürünlerinin onarımı hariç)
871|Optik ürünlerin imalatı, ticareti|46.43.11|Optik ürünlerin toptan ticareti
872|Optik ürünlerin imalatı, ticareti|47.74.02|Gözlük, kontak lens, gözlük camı vb. perakende ticareti
873|Optik ürünlerin imalatı, ticareti|47.78.07|Optik ve hassas aletlerin perakende ticareti (mikroskop, dürbün ve pusula dahil; gözlük camı, fotoğrafik ürünler hariç)
874|Spor malzemeleri imalatı, ticareti|13.96.10|Can yeleği ve can kurtaran simidi imalatı
875|Spor malzemeleri imalatı, ticareti|13.96.11|Paraşüt (yönlendirilebilen paraşütler dahil) ve rotoşüt ile bunların parçalarının imalatı
876|Spor malzemeleri imalatı, ticareti|32.30.17|Kar kayakları, kayak ayakkabıları, kayak botları, kayak batonları, buz patenleri ve tekerlekli patenler ile su kayağı araçları, sörf tahtaları, rüzgar sörfleri vb. ekipmanlar ile bunların parçalarının imalatı (kaykaylar dahil)
877|Spor malzemeleri imalatı, ticareti|32.30.18|Jimnastik ve atletizm eşyaları ile form tutma salonlarına ait eşya ve ekipmanların imalatı (atlama beygiri, dambıl ve halterler, kürek çekme ve bisiklete binme aletleri, ciritler, çekiçler; boks çalışma topları, boks veya güreş için ringler vb.)
878|Spor malzemeleri imalatı, ticareti|32.30.19|Spor amaçlı dağcılık, avcılık veya balıkçılık eşyalarının imalatı (kasklar, olta kamışları, olta iğneleri ve kancaları, otomatik olta makaraları, el kepçeleri, kelebek ağları, yapma balıklar, sinekler gibi suni yemler, kurşunlar, yapma kuşlar vb.)
879|Spor malzemeleri imalatı, ticareti|32.30.20|Spor veya açık hava oyunları için diğer eşyaların imalatı (boks eldiveni, spor eldiveni, yaylar, beyzbol ve golf sopaları ile top ve diğer eşyaları, tenis masası, raket, ağ ve topları, tozluklar, bacak koruyucular, şişme ve diğer havuzlar vb.)
880|Spor malzemeleri imalatı, ticareti|32.30.21|Top imalatı (beyzbol, futbol, basketbol ve voleybol için)
881|Spor malzemeleri imalatı, ticareti|46.49.02|Spor malzemesi toptan ticareti
882|Spor malzemeleri imalatı, ticareti|46.49.09|Sportif amaçlı avcılık ve balıkçılık malzemeleri toptan ticareti (tabanca, av tüfeği ve balık ağları hariç)
883|Spor malzemeleri imalatı, ticareti|47.63.03|Kamp malzemeleri perakende ticareti
884|Spor malzemeleri imalatı, ticareti|47.63.05|Jimnastik ve atletizm eşya ve ekipmanları ile form tutma merkezlerine ait eşya ve ekipmanların perakende ticareti (halter, yürüme bantları, vb.)
885|Spor malzemeleri imalatı, ticareti|47.63.08|Avcılık ve balıkçılık teçhizatı ve malzemeleri ile silah ve mühimmat perakende ticareti
886|Spor malzemeleri imalatı, ticareti|47.63.90|Uzmanlaşmış diğer spor malzemelerinin perakende ticareti
887|Spor malzemeleri imalatı, ticareti|77.21.02|Bisikletlerin kiralanması ve leasingi (elektrikli bisikletler dahil) (finansal leasing hariç)
888|Spor malzemeleri imalatı, ticareti|77.21.04|Eğlence ve spor amaçlı sandal, tekne, kano, yelkenli vb.nin mürettebatsız olarak kiralanması ve leasingi (finansal leasing hariç)
889|Spor malzemeleri imalatı, ticareti|77.21.90|Diğer eğlence ve spor eşyalarının kiralanması ve leasingi (finansal leasing hariç)
890|Spor malzemeleri imalatı, ticareti|77.39.03|Motosiklet, karavan ve kamp gereçlerinin operatörsüz olarak kiralanması veya leasingi (finansal leasing hariç)
891|Spor malzemeleri imalatı, ticareti|95.29.03|Spor araç ve gereçleri ile kamp malzemelerinin bakımı ve onarımı
892|Spor tesisi işletmeciliği|93.11.01|Spor tesislerinin işletilmesi (hipodromların işletilmesi hariç)
893|Spor tesisi işletmeciliği|93.13.01|Fitness merkezlerinin faaliyetleri (yoga, pilates, tai chi stüdyolarının faaliyetleri vb. dahil)
894|Spor tesisi işletmeciliği|93.19.03|Spor ve eğlence amaçlı sporlara ilişkin destek faaliyetleri
895|Spor tesisi işletmeciliği|93.19.99|Başka yerde sınıflandırılmamış diğer spor amaçlı faaliyetler
896|Temizlik malzemeleri imalatı, ticareti|17.22.02|Kağıt hamurundan, kağıttan, selüloz vatkadan veya selüloz lifli ağlardan tuvalet kağıdı, kağıt mendil, temizlik veya yüz temizleme için kağıt mendil ve havlular ile masa örtüsü ve peçetelerin imalatı
897|Temizlik malzemeleri imalatı, ticareti|17.22.04|Kağıt hamurundan, kağıttan, selüloz vatkadan veya selüloz lifli ağlardan hijyenik havlu ve tamponlar, kadın bağı, pedler, bebek bezleri vb. hijyenik ürünler ile giyim eşyası ve giysi aksesuarlarının imalatı
898|Temizlik malzemeleri imalatı, ticareti|20.13.04|Karbonatların imalatı (sodyum, kalsiyum ve diğerleri) (çamaşır sodası dahil)
899|Temizlik malzemeleri imalatı, ticareti|20.20.11|Böcek ilacı, kemirgen ilacı, küf ve mantar ilacı, yabancı otla mücadele ilacı imalatı
900|Temizlik malzemeleri imalatı, ticareti|20.20.15|Dezenfektan imalatı (tarımsal ve diğer kullanımlar için) (hijyenik maddeler, bakteriostatlar ve sterilize ediciler dahil) (doğal dezenfektanlar hariç)
901|Temizlik malzemeleri imalatı, ticareti|20.20.16|Doğal dezenfektan imalatı
902|Temizlik malzemeleri imalatı, ticareti|20.41.01|Kapalı alanlar için kokulu müstahzarlar ve koku gidericiler ile suni mumların imalatı (kişisel kullanım için olanlar hariç)
903|Temizlik malzemeleri imalatı, ticareti|20.41.04|Sabun, yıkama ve temizleme müstahzarları (deterjanlar) ile sabun olarak kullanılan müstahzarlar imalatı (kişisel bakım için olanlar ile ovalama toz ve kremleri hariç)
904|Temizlik malzemeleri imalatı, ticareti|20.41.06|Cila, krem ve ovalama krem ve tozlarının imalatı (ayakkabı, mobilya, yer döşemesi, kaporta, cam, metal vb. için)
905|Temizlik malzemeleri imalatı, ticareti|46.44.02|Temizlik malzemesi toptan ticareti (kişisel temizlik sabunları hariç)
906|Temizlik malzemeleri imalatı, ticareti|46.44.04|Cila ve krem (ayakkabı, mobilya, yer döşemesi, kaporta, cam veya metal için) toptan ticareti
907|Temizlik malzemeleri imalatı, ticareti|46.45.02|Sabun toptan ticareti (kişisel temizlik için)
908|Temizlik malzemeleri imalatı, ticareti|46.49.08|Tuvalet kağıdı, peçete, kağıt havlu ile kağıt tepsi, tabak, bardak, çocuk bezi vb. toptan ticareti (plastikten olanlar hariç)
909|Temizlik malzemeleri imalatı, ticareti|47.55.11|Kağıt veya mukavvadan tuvalet kağıdı, kağıt mendil, kağıt havlular, kağıt masa örtüsü ve peçeteler ile kağıt veya mukavvadan tepsi, tabak, kase, bardak ve benzerlerinin perakende ticareti
910|Temizlik malzemeleri imalatı, ticareti|47.78.15|Temizlik malzemesi perakende ticareti (Arap sabunu, deterjan, yumuşatıcılar, şampuanlar vb. dahil; kişisel hijyen için olanlar hariç)
911|Tıbbi malzemelerin imalatı, ticareti|20.59.07|Laboratuvar için hazır kültür ortamları, model hamurları, kompozit diyagnostik reaktifler veya laboratuvar reaktifleri imalatı
912|Tıbbi malzemelerin imalatı, ticareti|21.20.02|Yapışkanlı bandajlar, katkütler ve benzeri tıbbi malzemelerin üretimi (steril cerrahi katgütler, eczacılık maddeleri ile birlikte kullanılan tamponlar, hidrofil pamuk, gazlı bez, sargı bezi vb.)
913|Tıbbi malzemelerin imalatı, ticareti|22.12.08|Kauçuktan hijyenik ve eczacılık ürünlerinin imalatı (prezervatifler, emzikler, hijyenik eldivenler vb. dahil)
914|Tıbbi malzemelerin imalatı, ticareti|26.60.01|Işınlama, elektro medikal ve elektro terapi ile ilgili cihazların imalatı
915|Tıbbi malzemelerin imalatı, ticareti|32.50.02|Tıpta, cerrahide ve dişçilikte kullanılan protezler, ortopedik cihazlar ve aksesuarların imalatı
916|Tıbbi malzemelerin imalatı, ticareti|32.50.07|Tıpta, cerrahide, dişçilikte veya veterinerlikte kullanılan şırınga, iğne, katater, kanül ve benzerlerinin imalatı
917|Tıbbi malzemelerin imalatı, ticareti|32.50.14|Tıpta, cerrahide ve dişçilikte kullanılan araç-gereç ve cihazların imalatı (ortopedik cihazlar hariç)
918|Tıbbi malzemelerin imalatı, ticareti|32.50.15|Terapatik alet ve cihazların imalatı (suni solunum veya terapatik solunum cihazları hariç)
919|Tıbbi malzemelerin imalatı, ticareti|32.50.90|Tıbbi ve dişçilik ile ilgili diğer araç ve gereçlerin imalatı
920|Tıbbi malzemelerin imalatı, ticareti|32.99.09|Koruyucu amaçlı solunum ekipmanları ve gaz maskelerinin imalatı (tedavi edici olanlar hariç)
921|Tıbbi malzemelerin imalatı, ticareti|46.18.03|Tıbbi ürünlerin, araç ve malzemelerin toptan satışı ile ilgili aracıların faaliyetleri
922|Tıbbi malzemelerin imalatı, ticareti|46.46.01|Cerrahi, tıbbi ve ortopedik alet ve cihazların toptan ticareti
923|Tıbbi malzemelerin imalatı, ticareti|46.46.03|Dişçilikte kullanılan alet ve cihazların toptan ticareti (protezler, bağlantı parçaları dahil)
924|Tıbbi malzemelerin imalatı, ticareti|47.74.01|Tıbbi ve ortopedik ürünlerin perakende ticareti
925|Tuvalet işletmeciliği|96.99.07|Genel tuvaletlerin işletilmesi faaliyeti
926|Alüminyum ürün imalatı|24.42.16|Alüminyum folyo imalatı (alaşımdan olanlar dahil)
927|Alüminyum ürün imalatı|24.42.18|Alüminyum sac, levha, tabaka, şerit imalatı (alaşımdan olanlar dahil)
928|Alüminyum ürün imalatı|24.42.21|Alüminyum bar, çubuk, tel ve profil, tüp, boru ve bağlantı parçaları imalatı (alaşımdan olanlar dahil)
929|Alüminyum ürün imalatı|25.12.04|Alüminyum kapı, pencere, bunların kasaları, kapı eşiği, panjur, vb. imalatı
930|Alüminyum ürün imalatı|25.92.03|Kapasitesi 300 lt.yi geçmeyen alüminyum varil fıçı, kova vb. imalatı (diş macunu, krem gibi kapaklı tüpler ve katlanabilir kutular ile aerosol kutuları dahil)
931|Alüminyum ürün imalatı|25.99.01|Demir, çelik ve alüminyumdan sofra ve mutfak eşyalarının imalatı (tencere, tava, çaydanlık, cezve, yemek kapları, bulaşık telleri vb.) (teflon, emaye vb. ile kaplanmışlar dahil, bakırdan olanlar hariç)
932|At arabası imalatı, onarımı|30.99.02|Hayvanlar tarafından çekilen araçların imalatı (at, eşek arabası, fayton, vb.)
933|At arabası imalatı, onarımı|33.17.99|Başka yerde sınıflandırılmamış diğer ulaşım ekipmanlarının onarım ve bakımı
934|Bakırcılık|24.44.01|Bakır, bakır matı, bakır tozu, semente bakır, bakır anotu ile bakır ve bakır alaşımlarının imalatı
935|Bakırcılık|24.44.03|Bakır sac, tabaka, levha, şerit, folyo imalatı (alaşımdan olanlar dahil)
936|Bakırcılık|24.44.04|Bakırın çekilmesi ve haddelenmesi ile tüp, boru, bunların bağlantı elemanları, bar, çubuk, tel ve profil imalatı (alaşımdan olanlar dahil)
937|Bakırcılık|25.99.06|Bakırdan sofra ve mutfak eşyası imalatı (cezve, tencere, çanak, tabak, ibrik vb.)
938|Bakırcılık|25.99.18|Bakırdan yapılan biblolar, çerçeveler, aynalar ve diğer süsleme eşyaları ile süsleme işleri (mutfak eşyaları hariç)
939|Bakırcılık|47.55.13|Bakır eşya, bakır sofra ve mutfak eşyası perakende ticareti
940|Çilingirlik|25.62.04|Kilit ve menteşe imalatı
941|Çilingirlik|80.09.01|Çilingirlik hizmetleri
942|Çilingirlik|95.29.04|Anahtar çoğaltma hizmetleri
943|Demir, çelik eşya imalatı, ticareti|24.10.02|Çelikten açık profil imalatı (sıcak haddeleme, sıcak çekme veya kalıptan çekme işlemlerinden daha ileri işlem görmemiş)
944|Demir, çelik eşya imalatı, ticareti|24.10.03|Demir ve çelikten sıcak veya soğuk çekilmiş yassı hadde ürünleri imalatı (demir veya çelik alaşımlı levha, şerit, sac, teneke sac, vb. dahil)
945|Demir, çelik eşya imalatı, ticareti|24.10.05|Sıcak haddelenmiş demir veya çelikten bar ve çubukların üretilmesi (inşaat demiri dahil)
946|Demir, çelik eşya imalatı, ticareti|24.10.06|Demir veya çelik granül ve demir tozu üretilmesi
947|Demir, çelik eşya imalatı, ticareti|24.10.07|Demir ya da çelik hurdaların yeniden eritilmesi
948|Demir, çelik eşya imalatı, ticareti|24.10.08|Demir cevherinin doğrudan indirgenmesiyle elde edilen demirli ürünler ve diğer sünger demir ürünlerinin imalatı ile elektroliz veya diğer kimyasal yöntemlerle istisnai saflıkta demir üretilmesi
949|Demir, çelik eşya imalatı, ticareti|24.10.09|Çelikten demir yolu ve tramvay yolu yapım malzemesi (birleştirilmemiş raylar ile ray donanımı, aksamı, vb.) ile levha kazıkları (palplanş) ve kaynaklı açık profil imalatı
950|Demir, çelik eşya imalatı, ticareti|24.10.10|Pik demir ve manganezli dökme demir (aynalı demir/spiegeleisen) üretimi (külçe, blok, veya diğer birincil formlarda)
951|Demir, çelik eşya imalatı, ticareti|24.10.12|Ferro alaşımların imalatı (ferro manganez, ferro silisyum, ferro siliko manganez, ferro krom ve diğerleri)
952|Demir, çelik eşya imalatı, ticareti|24.20.09|Çelikten/demirden yapılmış tüp, boru, içi boş profiller ve ilgili bağlantı parçalarının imalatı (sıcak çekilmiş veya sıcak haddelenmiş)
953|Demir, çelik eşya imalatı, ticareti|24.20.10|Çelikten/demirden yapılmış tüp, boru, içi boş profiller ve ilgili bağlantı parçalarının imalatı (soğuk çekilmiş veya soğuk haddelenmiş)
954|Demir, çelik eşya imalatı, ticareti|24.31.01|Barların soğuk çekilmesi
955|Demir, çelik eşya imalatı, ticareti|24.32.01|Dar şeritlerin soğuk haddelenmesi
956|Demir, çelik eşya imalatı, ticareti|24.33.01|Soğuk şekillendirme veya katlama
957|Demir, çelik eşya imalatı, ticareti|24.34.01|Tellerin soğuk çekilmesi
958|Demir, çelik eşya imalatı, ticareti|24.43.04|Kalay bar, çubuk, profil, tel, vb. imalatı (alaşımdan olanlar dahil)
959|Demir, çelik eşya imalatı, ticareti|24.43.07|Çinko bar, çubuk, profil, tel vb. imalatı (alaşımdan olanlar dahil)
960|Demir, çelik eşya imalatı, ticareti|24.45.06|Nikel matları, nikel oksit sinterleri ve diğer ara ürünleri ile nikel bar, çubuk, profil, tel, levha, şerit, folyo, tüp, boru ve bağlantı parçaları imalatı
961|Demir, çelik eşya imalatı, ticareti|24.51.13|Demir döküm
962|Demir, çelik eşya imalatı, ticareti|25.11.06|İnşaat ve inşaatın parçaları için metal çatı ya da iskeletlerin imalatı (kuleler, direkler, destekler, köprüler vb.) (kepenk ve yangın merdiveni ile prefabrik yapılar hariç)
963|Demir, çelik eşya imalatı, ticareti|25.11.07|Metalden kepenk ve yangın merdiveni imalatı
964|Demir, çelik eşya imalatı, ticareti|25.11.08|Metalden prefabrik yapı imalatı
965|Demir, çelik eşya imalatı, ticareti|25.12.05|Çelik kapı, pencere, bunların kasaları, kapı eşiği, panjur, vb. imalatı
966|Demir, çelik eşya imalatı, ticareti|25.12.06|Demir kapı, pencere, bunların kasaları, kapı eşiği, panjur, vb. imalatı (bahçe kapıları dahil)
967|Demir, çelik eşya imalatı, ticareti|25.21.10|Merkezi ısıtma radyatörleri imalatı (elektrikli radyatörler ile döküm olanlar hariç)
968|Demir, çelik eşya imalatı, ticareti|25.21.11|Merkezi ısıtma kazanları (boyler) imalatı (kombi, kat kaloriferi ve diğer merkezi ısıtma kazanları,) (buhar jeneratörleri ve kızgın su üreten kazanlar hariç)
969|Demir, çelik eşya imalatı, ticareti|25.21.13|Buhar üretim kazanları (buhar jeneratörü), kızgın su kazanları (boyler), denizcilik veya enerji kazanları ile bunların parçaları ile kazanlar (boylerler) için yardımcı üniteler ve buhar veya diğer buhar güç üniteleri için kondansatör imalatı
970|Demir, çelik eşya imalatı, ticareti|25.22.01|Metalden rezervuarlar, tanklar, fıçılar ve benzeri kapasitesi > 300 litre olan konteynerlerin imalatı (sıkıştırılmış veya sıvılaştırılmış gazlar için olanlar ile mekanik veya termal ekipmanlı olanlar hariç)
971|Demir, çelik eşya imalatı, ticareti|25.22.02|Sıkıştırılmış veya sıvılaştırılmış gaz için kullanılan metal konteynerlerin imalatı
972|Demir, çelik eşya imalatı, ticareti|25.30.03|Tabanca, revolver (altıpatlar), av tüfeği, havalı tabanca, cop, vb. askeri amaçlı olmayan ateşli silahlar ve benzeri aletlerin ve bunların parçalarının imalatı
973|Demir, çelik eşya imalatı, ticareti|25.61.04|Kaşık, çatal, kepçe, kevgir, servis spatulası, şeker maşası ve benzeri mutfak gereçleri, sofra takımları, çatal bıçak takımları imalatı (balık bıçakları, kahvaltı ve meyve bıçakları dahil fakat, sofra bıçakları hariç)
974|Demir, çelik eşya imalatı, ticareti|25.61.05|Tıraş bıçakları, usturalar ile jiletler ve tıraş makinelerinin bıçaklarının imalatı
975|Demir, çelik eşya imalatı, ticareti|25.61.06|Sofra bıçakları (balık bıçakları, kahvaltı ve meyve bıçakları hariç), budama bıçakları, sustalı bıçaklar, satır,balta vb. bıçaklar (makineler için olanlar hariç) ile terzi makasları, vb. makaslar ve bunların ağızlarının imalatı
976|Demir, çelik eşya imalatı, ticareti|25.61.07|Manikür veya pedikür setleri ve aletleri, kağıt bıçakları, mektup açacakları, kalemtıraşlar ve bunların bıçakları, kırma, yarma ve kıyma bıçakları, saç kesme ve hayvan kırkma makine ve aletleri ile benzeri elektriksiz kesici aletlerin imalatı
977|Demir, çelik eşya imalatı, ticareti|25.61.08|Kılıç, pala, kasatura, mızrak, süngü, avcı bıçağı ve benzeri silahlar ile bunların parçalarının imalatı
978|Demir, çelik eşya imalatı, ticareti|25.63.04|El aletleri, takım tezgahı uçları, testere ağızları, mengeneler, kıskaçlar, sıkıştırma anahtarları vb. imalatı (makineler veya mekanik cihazlar için değiştirilebilen uçlar dahil)
979|Demir, çelik eşya imalatı, ticareti|25.91.01|Çelik varil ve benzer muhafazaların imalatı
980|Demir, çelik eşya imalatı, ticareti|25.92.01|Demir veya çelikten yiyecek, içecek ve diğer ürünler için kapasitesi < 50 litre olan kutuların imalatı (lehim veya kıvrılarak kapatılanlar) (tenekeden olanlar dahil)
981|Demir, çelik eşya imalatı, ticareti|25.92.02|Adi metalden dişli kapaklar (şişe kapağı vb.) ve tıpalar ile tıkaçlar ve kapakların imalatı
982|Demir, çelik eşya imalatı, ticareti|25.93.01|Metalden zincirler (mafsallı bağlantı zinciri hariç) ve parçaları ile yay ve yay yaprakları, kaplanmış veya nüveli teller, çubuklar, tüpler, levhalar ve elektrotların imalatı (elektrik işlerinde kullanılanlar ile elektrik yalıtımı olanlar hariç)
983|Demir, çelik eşya imalatı, ticareti|25.93.02|İğne, çengelli iğne, çuvaldız, örgü şişi, tığ, raptiye, çivi, vb. imalatı
984|Demir, çelik eşya imalatı, ticareti|25.93.03|Telden yapılan diğer ürünlerin imalatı (örgülü tel, örme şerit,örme halat, taşıma askısı, dikenli tel (elektrik yalıtımı olanlar hariç) ve demir, çelik veya bakır tellerden mensucat, ızgara, ağ, kafeslik ve çitler)
985|Demir, çelik eşya imalatı, ticareti|25.94.01|Yivsiz bağlantı malzemeleri imalatı, demir, çelik veya bakırdan (rondelalar, perçinler, perçin çivileri, kamalı pimler, kopilyalar vb. ürünler)
986|Demir, çelik eşya imalatı, ticareti|25.94.02|Yivli bağlantı malzemeleri imalatı, demir, çelik veya bakırdan (vidalar, cıvatalar, somunlar vb. yivli ürünler)
987|Demir, çelik eşya imalatı, ticareti|25.99.03|Zırhlı veya güçlendirilmiş kasalar, kasa daireleri, kilitli para kasaları, zırhlı kapılar vb. imalatı (adi metalden)
988|Demir, çelik eşya imalatı, ticareti|25.99.05|Adi metalden tokalar, klipsli çanta sapları, kemer tokaları, kancalar, halkalar, kuş gözü halkalar ve benzerleri (giysi, ayakkabı, tente, el çantası, seyahat eşyası veya diğer hazır eşya için kullanılan türde) ile adi metallerden boru şeklinde veya çatallı perçinler; boncuklar vb. imalatı
989|Demir, çelik eşya imalatı, ticareti|25.99.15|Kurşun tüp, boru ve bunların bağlantı parçaları ile kurşun bar, çubuk, profil, tel vb. imalatı (alaşımdan olanlar dahil)
990|Demir, çelik eşya imalatı, ticareti|25.99.21|Metalden elektriksiz hazneli döner bacaların, havalandırma kanallarının vb. imalatı
991|Demir, çelik eşya imalatı, ticareti|25.99.99|Başka yerde sınıflandırılmamış diğer fabrikasyon metal ürünlerin imalatı
992|Demir, çelik eşya imalatı, ticareti|28.29.07|Metal tabakalardan contaların ve mekanik salmastraların imalatı (diğer malzemelerle birleştirilmiş metal tabakalardan veya iki ya da daha fazla metal tabakasından yapılmış olanlar)
993|Demir, çelik eşya imalatı, ticareti|29.20.03|Konteyner imalatı (bir veya daha fazla taşıma şekline göre özel olarak tasarlanmış olanlar)
994|Demir, çelik eşya imalatı, ticareti|32.50.05|Tıbbi, cerrahi, dişçilik veya veterinerlikle ilgili mobilyaların, berber koltukları ve benzeri sandalyeler ile bunların parçalarının imalatı (X ışını masa ve koltukları hariç)
995|Demir, çelik eşya imalatı, ticareti|33.11.01|Metal boru ve boru hatları ile pompa istasyonlarının onarım ve bakımı
996|Demir, çelik eşya imalatı, ticareti|33.11.02|Ateşli silahların ve savaş gereçlerinin onarım ve bakımı (spor ve eğlence amaçlı silahların onarımı dahil)
997|Demir, çelik eşya imalatı, ticareti|33.11.03|Buhar kazanları veya buhar jeneratörlerinin onarım ve bakımı
998|Demir, çelik eşya imalatı, ticareti|33.11.04|Merkezi ısıtma sıcak su kazanları (boyler) ve radyatörlerin onarım ve bakımı
999|Demir, çelik eşya imalatı, ticareti|33.11.10|Metal tankların, rezervuarların ve muhafaza kaplarının (konteynerler dahil) onarımı
1000|Demir, çelik eşya imalatı, ticareti|43.24.03|Parmaklık ve korkuluk tesisatı işleri (metal yangın merdivenlerinin kurulumu dahil)
1001|Demir, çelik eşya imalatı, ticareti|43.32.02|Herhangi bir malzemeden yapılan kapı ve pencere kasaları, kapılar (zırhlı kapılar dahil, otomatik ve döner kapılar hariç), pencereler, kepenkler, panjurlar, garaj kapıları ve benzerlerinin montajı
1002|Demir, çelik eşya imalatı, ticareti|43.42.01|Yapısal çelik bileşenlerin kurulması işleri (bina inşaatları için)
1003|Demir, çelik eşya imalatı, ticareti|43.50.01|Yapısal çelik bileşenlerin kurulması işleri (bina dışı inşaatları için)
1004|Demir, çelik eşya imalatı, ticareti|46.64.10|Silah ve mühimmat toptan ticareti
1005|Demir, çelik eşya imalatı, ticareti|46.64.14|Zırhlı veya güçlendirilmiş kasalar ve kutular ile kasa daireleri için zırhlı veya güçlendirilmiş kapılar ve kilitli kutular ile para veya evrak kutuları, vb. (adi metalden) toptan ticareti
1006|Demir, çelik eşya imalatı, ticareti|46.82.04|Demir/çelikten haddelenmiş/soğuk çekilmiş yassı ürünlerin toptan ticareti
1007|Demir, çelik eşya imalatı, ticareti|46.83.13|Metalden kapı, pencere ve bunların kasaları ile kapı eşiklerinin toptan ticareti
1008|Demir, çelik eşya imalatı, ticareti|46.84.04|Demir veya çelikten dikenli tel, bakır veya alüminyumdan örgülü tel, kablo, örme şerit ve benzerleri (elektrik yalıtımı olanlar hariç), demir, çelik veya bakır tellerden mensucat, ızgara, ağ, kafeslik ve çit toptan ticareti
